mapping_id,municipality_id,internal_item_id,branch_order,自治体での品目表記,category_id,分別区分正式名称,条件,前処理,例外分別先,自治体収集外,rule_status,effective_from,effective_to,source_id,出典URL,出典ページ・該当箇所,確認日,mapping_status,備考
MAP-M004-I014-01,M004,I014,1,既存category代表品目から抽出,C-M004-07,段ボール,要品目別確認,たたみ紙ひもで結ぶ,燃やせるごみ,FALSE,CURRENT,,,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,段ボール,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I015-01,M004,I015,1,既存category代表品目から抽出,C-M004-03,古紙（新聞・雑誌）,要品目別確認,厚さ30cm以内で結束,燃やせるごみ,FALSE,CURRENT,,,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,古紙（新聞・雑誌）,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I017-01,M004,I017,1,既存category代表品目から抽出,C-M004-04,紙パック,100％紙製,開いて洗い乾かす,紙製容器包装,FALSE,CURRENT,,,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,紙パック,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I018-01,M004,I018,1,既存category代表品目から抽出,C-M004-01,燃やせるごみ,要品目別確認,水切り・長い物を切る,各専用区分,FALSE,CURRENT,,,S-M004-01,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/17749649372176/,燃やせるごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I021-01,M004,I021,1,既存category代表品目から抽出,C-M004-08,古着,再利用可能,洗濯する,燃やせるごみ,FALSE,CURRENT,,,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,古着,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I023-01,M004,I023,1,既存category代表品目から抽出,C-M004-09,大形・不燃ごみ,規定サイズ・重量未満,割れ物を包み表示・燃料と電池を抜く,収集しないものまたは直接搬入,FALSE,CURRENT,,,S-M004-03,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,大形・不燃ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I027-01,M004,I027,1,既存category代表品目から抽出,C-M004-10,有害・危険ごみ及び乾電池,品目で袋・回収箱が分岐,蛍光管等を箱で保護・電池は絶縁,大形・不燃ごみ等,FALSE,CURRENT,,,S-M004-04,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2353.html,有害・危険ごみ及び乾電池,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I030-01,M004,I030,1,既存category代表品目から抽出,C-M004-10,有害・危険ごみ及び乾電池,品目で袋・回収箱が分岐,蛍光管等を箱で保護・電池は絶縁,大形・不燃ごみ等,FALSE,CURRENT,,,S-M004-04,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2353.html,有害・危険ごみ及び乾電池,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I031-01,M004,I031,1,既存category代表品目から抽出,C-M004-10,有害・危険ごみ及び乾電池,品目で袋・回収箱が分岐,蛍光管等を箱で保護・電池は絶縁,大形・不燃ごみ等,FALSE,CURRENT,,,S-M004-04,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2353.html,有害・危険ごみ及び乾電池,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I032-01,M004,I032,1,既存category代表品目から抽出,C-M004-05,空カン,18L未満,中身を空にする・スプレー缶は使い切り別袋表示,取扱店,FALSE,CURRENT,,,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,空カン,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I033-01,M004,I033,1,既存category代表品目から抽出,C-M004-10,有害・危険ごみ及び乾電池,品目で袋・回収箱が分岐,蛍光管等を箱で保護・電池は絶縁,大形・不燃ごみ等,FALSE,CURRENT,,,S-M004-04,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2353.html,有害・危険ごみ及び乾電池,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I034-01,M004,I034,1,既存category代表品目から抽出,C-M004-12,その他のごみ,回収事業の対象,電池を外す,通常の分別区分,FALSE,CURRENT,,,S-M004-01,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/17749649372176/,その他のごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M004-I037-01,M004,I037,1,既存category代表品目から抽出,C-M004-13,収集・受入しないもの,収集・施設受入不可,受入先の指示に従う,販売店・専門業者,TRUE,CURRENT,,,S-M004-01,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/17749649372176/,収集・受入しないもの,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I001-01,M005,I001,1,既存category代表品目から抽出,C-M005-11,ペットボトル,要品目別確認,キャップとラベルを外しすすぐ,燃やせるごみ等,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,ペットボトル,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I006-01,M005,I006,1,既存category代表品目から抽出,C-M005-10,びん類,要品目別確認,キャップを外しすすぐ,燃やせないごみ,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,びん類,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I013-01,M005,I013,1,既存category代表品目から抽出,C-M005-07,新聞紙,要品目別確認,結束,燃やせるごみ,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,新聞紙,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I014-01,M005,I014,1,既存category代表品目から抽出,C-M005-05,ダンボール,要品目別確認,たたんで結束,燃やせるごみ,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,ダンボール,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I015-01,M005,I015,1,既存category代表品目から抽出,C-M005-06,雑誌・古本,要品目別確認,結束,燃やせるごみ,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,雑誌・古本,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I016-01,M005,I016,1,既存category代表品目から抽出,C-M005-08,雑紙,要品目別確認,紙袋等でまとめる,燃やせるごみ,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,雑紙,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I018-01,M005,I018,1,既存category代表品目から抽出,C-M005-01,燃やせるごみ,要品目別確認,生ごみは水切り,各専用区分,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,燃やせるごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I023-01,M005,I023,1,既存category代表品目から抽出,C-M005-02,燃やせないごみ,要品目別確認,割れ物を包み表示,各専用区分,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,燃やせないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I027-01,M005,I027,1,既存category代表品目から抽出,C-M005-04,有害ごみ,要品目別確認,蛍光管を保護・スプレー缶を使い切る,各専用区分,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,有害ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I030-01,M005,I030,1,既存category代表品目から抽出,C-M005-04,有害ごみ,要品目別確認,蛍光管を保護・スプレー缶を使い切る,各専用区分,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,有害ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I032-01,M005,I032,1,既存category代表品目から抽出,C-M005-03,金属ごみ,要品目別確認,電池や燃料を外す,資源ごみまたは有害ごみ,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,金属ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I032-02,M005,I032,2,既存category代表品目から抽出,C-M005-04,有害ごみ,要品目別確認,蛍光管を保護・スプレー缶を使い切る,各専用区分,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,有害ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I032-03,M005,I032,3,既存category代表品目から抽出,C-M005-09,缶類,要品目別確認,中をすすぐ,燃やせないごみまたは有害ごみ,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,缶類,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I037-01,M005,I037,1,既存category代表品目から抽出,C-M005-12,粗大ごみ,一辺50cm以上,電池・燃料を外す,販売店・許可業者,FALSE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,粗大ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I037-02,M005,I037,2,既存category代表品目から抽出,C-M005-14,市で収集しないごみ,法定リサイクル・処理困難,受入先の指示に従う,販売店・メーカー・専門業者,TRUE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,市で収集しないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M005-I038-01,M005,I038,1,既存category代表品目から抽出,C-M005-14,市で収集しないごみ,法定リサイクル・処理困難,受入先の指示に従う,販売店・メーカー・専門業者,TRUE,CURRENT,,,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,市で収集しないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I001-01,M006,I001,1,既存category代表品目から抽出,C-M006-05,ペットボトル,要品目別確認,キャップとラベルを外しすすぐ,容器包装プラスチック等,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,ペットボトル,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I004-01,M006,I004,1,既存category代表品目から抽出,C-M006-09,缶類,要品目別確認,中を空にしすすぐ,もやせないごみ等,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,缶類,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I005-01,M006,I005,1,既存category代表品目から抽出,C-M006-09,缶類,要品目別確認,中を空にしすすぐ,もやせないごみ等,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,缶類,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I006-01,M006,I006,1,既存category代表品目から抽出,C-M006-06,無色透明びん,要品目別確認,キャップを外しすすぐ,もやせないごみ,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,無色透明びん,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I006-02,M006,I006,2,既存category代表品目から抽出,C-M006-07,茶色びん,要品目別確認,キャップを外しすすぐ,もやせないごみ,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,茶色びん,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I006-03,M006,I006,3,既存category代表品目から抽出,C-M006-08,その他のびん,要品目別確認,キャップを外しすすぐ,もやせないごみ,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,その他のびん,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I011-01,M006,I011,1,既存category代表品目から抽出,C-M006-03,容器包装プラスチック,容器包装で汚れが落ちる,洗って乾かす,もやせるごみ等,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,容器包装プラスチック,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I013-01,M006,I013,1,既存category代表品目から抽出,C-M006-10,新聞,要品目別確認,結束,もやせるごみ,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,新聞,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I014-01,M006,I014,1,既存category代表品目から抽出,C-M006-11,ダンボール,要品目別確認,たたみ結束,もやせるごみ,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,ダンボール,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I016-01,M006,I016,1,既存category代表品目から抽出,C-M006-12,雑紙類,要品目別確認,紙袋等でまとめる,もやせるごみ,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,雑紙類,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I018-01,M006,I018,1,既存category代表品目から抽出,C-M006-01,もやせるごみ,要品目別確認,水切り,各専用区分,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,もやせるごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I023-01,M006,I023,1,既存category代表品目から抽出,C-M006-02,もやせないごみ,要品目別確認,割れ物を包み電池を外す,各専用区分,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,もやせないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I027-01,M006,I027,1,既存category代表品目から抽出,C-M006-13,使用済乾電池等,家庭用,絶縁・破損防止,販売店等,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,使用済乾電池等,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I030-01,M006,I030,1,既存category代表品目から抽出,C-M006-13,使用済乾電池等,家庭用,絶縁・破損防止,販売店等,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,使用済乾電池等,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I032-01,M006,I032,1,既存category代表品目から抽出,C-M006-09,缶類,要品目別確認,中を空にしすすぐ,もやせないごみ等,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,缶類,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I034-01,M006,I034,1,既存category代表品目から抽出,C-M006-02,もやせないごみ,要品目別確認,割れ物を包み電池を外す,各専用区分,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,もやせないごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I034-02,M006,I034,2,既存category代表品目から抽出,C-M006-15,使用済小型電子機器等,対象小型家電,電池を外す,もやせないごみ等,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,使用済小型電子機器等,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I037-01,M006,I037,1,既存category代表品目から抽出,C-M006-14,粗大ごみ,指定袋に入らない,材質別に分ける,直接搬入または許可業者,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,粗大ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I037-02,M006,I037,2,既存category代表品目から抽出,C-M006-15,使用済小型電子機器等,対象小型家電,電池を外す,もやせないごみ等,FALSE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,使用済小型電子機器等,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I037-03,M006,I037,3,既存category代表品目から抽出,C-M006-16,収集しないもの,町収集・施設処理不可,受入先の指示に従う,メーカー・販売店・専門業者,TRUE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,収集しないもの,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M006-I038-01,M006,I038,1,既存category代表品目から抽出,C-M006-16,収集しないもの,町収集・施設処理不可,受入先の指示に従う,メーカー・販売店・専門業者,TRUE,CURRENT,,,S-M006-02,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,収集しないもの,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I010-01,M007,I010,1,既存category代表品目から抽出,C-M007-06,プラスチック,100％プラスチック・一辺50cm未満・きれい,汚れを落とし異物を外す,燃やせる/燃やせないごみ,FALSE,CURRENT,,,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,プラスチック,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I011-01,M007,I011,1,既存category代表品目から抽出,C-M007-06,プラスチック,100％プラスチック・一辺50cm未満・きれい,汚れを落とし異物を外す,燃やせる/燃やせないごみ,FALSE,CURRENT,,,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,プラスチック,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I018-01,M007,I018,1,既存category代表品目から抽出,C-M007-01,燃やせるごみ,要品目別確認,水切り,各専用区分,FALSE,CURRENT,,,S-M007-01,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,燃やせるごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I023-01,M007,I023,1,既存category代表品目から抽出,C-M007-02,燃やせないごみ・燃やせない粗大ごみ,要品目別確認,割れ物を包み電池を外す,各専用区分,FALSE,CURRENT,,,S-M007-01,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,燃やせないごみ・燃やせない粗大ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I026-01,M007,I026,1,既存category代表品目から抽出,C-M007-06,プラスチック,100％プラスチック・一辺50cm未満・きれい,汚れを落とし異物を外す,燃やせる/燃やせないごみ,FALSE,CURRENT,,,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,プラスチック,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I027-01,M007,I027,1,既存category代表品目から抽出,C-M007-03,有害ごみ,要品目別確認,破損防止・スプレー缶を使い切る,小型家電・乾電池等,FALSE,CURRENT,,,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,有害ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I027-02,M007,I027,2,既存category代表品目から抽出,C-M007-04,小型家電・乾電池,対象品目,電池端子を絶縁・機器から電池を外す,販売店等,FALSE,CURRENT,,,S-M007-03,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/3552.html,小型家電・乾電池,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I030-01,M007,I030,1,既存category代表品目から抽出,C-M007-03,有害ごみ,要品目別確認,破損防止・スプレー缶を使い切る,小型家電・乾電池等,FALSE,CURRENT,,,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,有害ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I032-01,M007,I032,1,既存category代表品目から抽出,C-M007-03,有害ごみ,要品目別確認,破損防止・スプレー缶を使い切る,小型家電・乾電池等,FALSE,CURRENT,,,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,有害ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I034-01,M007,I034,1,既存category代表品目から抽出,C-M007-02,燃やせないごみ・燃やせない粗大ごみ,要品目別確認,割れ物を包み電池を外す,各専用区分,FALSE,CURRENT,,,S-M007-01,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,燃やせないごみ・燃やせない粗大ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I034-02,M007,I034,2,既存category代表品目から抽出,C-M007-03,有害ごみ,要品目別確認,破損防止・スプレー缶を使い切る,小型家電・乾電池等,FALSE,CURRENT,,,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,有害ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I034-03,M007,I034,3,既存category代表品目から抽出,C-M007-04,小型家電・乾電池,対象品目,電池端子を絶縁・機器から電池を外す,販売店等,FALSE,CURRENT,,,S-M007-03,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/3552.html,小型家電・乾電池,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I034-04,M007,I034,4,既存category代表品目から抽出,C-M007-06,プラスチック,100％プラスチック・一辺50cm未満・きれい,汚れを落とし異物を外す,燃やせる/燃やせないごみ,FALSE,CURRENT,,,S-M007-02,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,プラスチック,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
MAP-M007-I036-01,M007,I036,1,既存category代表品目から抽出,C-M007-07,燃やせる粗大ごみ,指定袋に入らない可燃物,金属等を分離,直接搬入または許可業者,FALSE,CURRENT,,,S-M007-01,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,燃やせる粗大ごみ,2026-08-17,INITIAL_REVIEW_REQUIRED,既存の区分レベルデータから機械抽出。品目別の公式再確認前はAPP_READYにしない。
